交易日期,交易时间,摘要,地区,收入/支出金额,余额,对方户名,对方账号,渠道
2026-02-03,15:53:00,支付宝转账,1001,+900.00,"1,602,396.03",程美琪,2088****0156,快捷支付
2026-02-03,19:26:56,支付宝,1001,"+1,200.00","1,603,596.03",肖颖,2088****0156,快捷支付
2026-02-03,23:18:15,银联入账,1001,"+3,000.00","1,588,936.03",余锦锋,2088****0156,网上银行
2026-02-04,01:20:03,他行汇入,1001,+720.00,"1,639,200.93",孙乐,6228481829087769171,其他
2026-02-04,08:42:14,银联入账,1001,+640.00,"1,607,682.13",梁嘉舜,2088****0156,网上银行
2026-02-04,09:33:38,他行汇入,,"+1,380.00","1,609,062.13",张贻涵,6216631000002915349,其他
2026-02-04,10:58:40,他行汇入,1001,"+2,375.00","1,611,437.13",张璇,6214832195526343,其他
2026-02-04,11:15:05,银联入账,1001,"+1,260.00","1,612,697.13",段欣如,2088****0156,网上银行
2026-02-04,11:18:23,他行汇入,1001,+772.80,"1,613,469.93",李鑫茜,6228272906180071870,其他
2026-02-04,11:32:57,银联入账,1001,+756.00,"1,639,956.93",宁思鸣,2088****0156,网上银行
2026-02-04,12:05:23,银联入账,1001,+260.00,"1,614,881.93",雷雨甜,2088****0156,网上银行
2026-02-04,12:56:59,网转,3602,+192.00,"1,615,073.93",樊春霞,6217233602005755893,手机银行
2026-02-04,12:58:22,银联入账,1001,"+1,728.00","1,616,801.93",王茗欣,2088****0156,网上银行
2026-02-04,14:04:04,他行汇入,1001,+600.00,"1,617,401.93",林芷均,6214866007221008,其他
2026-02-04,14:27:53,他行汇入,1001,+225.00,"1,617,626.93",王绮丽,6231120100004672349,其他
2026-02-04,14:34:16,银联入账,1001,+700.00,"1,640,656.93",魏莉莎,2088****0156,网上银行
2026-02-04,14:38:25,银联入账,1001,+979.20,"1,641,636.13",史梦芸,2088****0156,网上银行
2026-02-04,16:05:09,他行汇入,,+150.00,"1,617,776.93",卞雨诗,6228480393534024418,其他
2026-02-04,16:05:09,银联入账,1001,+750.00,"1,618,526.93",马文琴,2088****0156,网上银行
2026-02-04,16:10:20,支付宝,1001,"+1,125.00","1,619,651.93",陈路,2088****0156,快捷支付
2026-02-04,16:10:20,银联入账,1001,"+1,050.00","1,620,701.93",李梦婷,2088****0156,网上银行
2026-02-04,16:47:07,他行汇入,1001,+960.00,"1,621,661.93",贺婕,6236682950002014657,其他
2026-02-04,16:47:38,银联入账,1001,+900.00,"1,622,561.93",苏嘉乐,2088****0156,网上银行
2026-02-04,16:50:44,银联入账,1001,"+1,140.00","1,623,701.93",张婷婷,2088****0156,网上银行
2026-02-04,17:04:20,银联入账,1001,"+1,140.00","1,642,776.13",许苗,2088****0156,网上银行
2026-02-04,17:09:22,支付宝转账,1001,"+1,470.00","1,625,171.93",高妙纯,2088****0156,快捷支付
2026-02-04,17:09:22,支付宝,1001,"+1,000.00","1,626,171.93",曹林,,
2026-02-04,17:09:22,银联入账,1001,"+1,225.00","1,627,396.93",冯竞文,2088****0156,网上银行
2026-02-04,17:51:58,支付宝转账,1001,+600.00,"1,627,996.93",陈紫薇,2088****0156,快捷支付
2026-02-04,17:54:45,银联入账,1001,+500.00,"1,628,496.93",李培钰,2088****0156,网上银行
2026-02-04,18:43:07,他行汇入,1001,+894.00,"1,630,170.93",其他,,
2026-02-04,19:13:42,支付宝,1001,"+1,550.00","1,631,720.93",刘瑾,2088****0156,快捷支付
2026-02-04,19:13:42,支付宝转账,,"+1,600.00","1,633,320.93",刘奕倩,2088****0156,快捷支付
2026-02-04,19:13:42,网转,1813,"+1,140.00","1,634,460.93",肖雅雯,6217231813002829035,手机银行
2026-02-04,20:33:52,他行汇入,1001,+900.00,"1,635,360.93",闫硕,6217858000086122683,其他
2026-02-04,21:10:24,支付宝转账,1001,"+1,470.00","1,636,830.93",胡文靖,2088****0156,快捷支付
2026-02-06,08:47:32,银联入账,,+540.00,"1,643,316.13",庞子慧,2088****0156,网上银行
2026-02-06,08:47:32,银联入账,1001,+750.00,"1,644,066.13",付茜,2088****0156,网上银行
2026-02-06,11:32:09,网转,3100,"+3,000.00","1,647,066.13",常蕊,6212263100026265798,手机银行
2026-02-06,11:45:13,他行汇入,1001,"+1,020.00","1,648,086.13",李爱云,6228480299195437973,其他
2026-02-06,12:24:53,银联入账,1001,+320.00,"1,648,406.13",廖文君,2088****0156,网上银行
2026-02-06,12:53:59,银联入账,1001,+450.00,"1,648,856.13",吴雅倩,2088****0156,网上银行
2026-02-06,14:02:41,他行汇入,1001,+990.00,"1,649,846.13",王祈茵,6217003320077412479,其他
2026-02-06,14:55:18,他行汇入,1001,+450.00,"1,650,296.13",张园园,6217001680009097900,其他
2026-02-06,17:05:30,他行汇入,1001,"+1,008.00","1,651,304.13",王雅迪,,
2026-02-07,08:59:02,银联入账,1001,"+1,200.00","1,653,204.13",郑小婷,2088****0156,网上银行
2026-02-07,12:28:11,他行汇入,1001,+740.00,"1,655,624.13",其他,,
2026-02-07,15:00:09,转账,1001,+390.00,"1,653,594.13",李若丝,4524****4511,快捷支付
2026-02-07,18:43:35,网转,3400,+700.00,"1,652,004.13",李淑贞,6215583400004643602,手机银行
2026-02-10,12:06:42,他行汇入,1001,+960.00,"1,656,584.13",饶莞昕,6226631706170500,其他
2026-02-10,15:54:11,银联入账,,"+1,050.00","1,657,634.13",张烨钦,2088****0156,网上银行
2026-02-24,10:13:23,,1001,-500.00,"1,657,734.13",交易,,
2026-02-24,10:13:23,银联入账,1001,"+2,380.00","1,660,114.13",李玢泓,2088****0156,网上银行
2026-02-24,11:42:57,银联入账,1001,+960.00,"1,661,844.13",王亚茹,2088****0156,网上银行
2026-02-24,11:44:52,网转,4402,+525.00,"1,662,369.13",于江,6212264402097082113,手机银行
2026-02-24,11:57:41,他行汇入,1001,+450.00,"1,662,819.13",顾芸,6228480402758667917,其他
2026-02-24,13:14:26,网转,4000,+150.00,"1,662,969.13",潘晓彤,6222034000040412797,手机银行
2026-02-24,15:06:53,支付宝转账,1001,+800.00,"1,663,769.13",吴佳宇,2088****0156,快捷支付
2026-02-24,16:24:39,银联入账,1001,+600.00,"1,658,234.13",谢以默,2088****0156,网上银行
2026-02-24,18:11:17,网转,,+300.00,"1,664,069.13",李含雪,6222034100004168037,手机银行
2026-02-24,18:11:17,支付宝转账,1001,+750.00,"1,664,819.13",于清雯,2088****0156,快捷支付
2026-02-25,13:52:57,银联入账,1001,+420.00,"1,666,331.13",段嘉欣,2088****0156,网上银行
2026-02-25,14:46:24,支付宝转账,1001,"+3,160.00","1,669,491.13",吴婉莹,2088****0156,快捷支付
2026-02-25,14:46:24,银联入账,1001,"+3,750.00","1,673,241.13",吴婉莹,2088****0156,网上银行
2026-02-25,18:11:17,他行汇入,1001,"+1,092.00","1,665,911.13",连桓欣,6217921006977634,其他
2026-02-26,22:17:11,他行汇入,1001,"+1,399.65","1,674,640.78",刘鉴漩,6214830218932613,其他
2026-02-27,18:45:51,支付宝转账,1001,"+3,060.00","1,677,700.78",李梓绮,2088****0156,快捷支付
2026-02-27,18:45:51,网转,4301,+180.00,"1,677,880.78",申屠靖凡,,
2026-03-02,14:26:37,他行汇入,1001,+900.00,"1,679,480.78",刘佳瑶,6213326200000718649,其他
2026-03-02,14:27:25,银联入账,1001,"+1,050.00","1,680,530.78",程美琪,2088****0156,网上银行
2026-03-02,14:49:19,网转,1102,"+1,080.00","1,684,610.78",活期人民,,
2026-03-02,16:08:01,银联入账,1001,"+4,500.00","1,689,110.78",战思齐,2088****0156,网上银行
2026-03-02,16:22:33,银联入账,,"+2,850.00","1,691,960.78",邓钧天,2088****0156,网上银行
2026-03-02,21:27:55,银联入账,1001,+700.00,"1,678,580.78",李文姝,2088****0156,网上银行
2026-03-05,11:10:39,银联入账,1001,"+1,900.00","1,695,179.78",王泽治,2088****0156,网上银行
2026-03-05,11:34:12,银联入账,1001,"+4,129.60","1,699,309.38",吴钰洁,2088****0156,网上银行
2026-03-05,14:03:38,他行汇入,1001,"+1,319.00","1,693,279.78",刘玮洁,6228480659213479077,其他
2026-03-05,16:43:44,支付宝,1001,+900.00,"1,700,509.38",詹文悄,2088****0156,快捷支付
2026-03-05,16:43:44,支付宝,1001,+875.00,"1,701,384.38",闫辉,2088****0156,快捷支付
2026-03-05,16:43:44,银联入账,1001,"+1,475.00","1,702,859.38",张笑云,2088****0156,网上银行
2026-03-05,17:24:36,他行汇入,1001,"+1,200.00","1,704,059.38",卓爱文,6217002920114895825,其他
2026-03-05,23:41:38,银联入账,1001,+960.00,"1,705,019.38",林雪芳,2088****0156,网上银行
2026-03-08,09:23:17,银联入账,,+350.00,"1,705,369.38",王道双,2088****0156,网上银行
2026-03-10,09:23:17,他行汇入,1001,"+1,125.00","1,706,494.38",甄超,6214850224142288,其他
2026-03-10,16:08:38,支付宝,1001,"+1,160.00","1,707,654.38",卢霞,2088****0156,快捷支付
2026-03-11,00:39:48,银联入账,1001,+450.00,"208,104.38",肖颖,2088****0156,网上银行
2026-03-11,16:08:38,理财购买,1001,"-1,500,000.00","207,654.38",中国工商,,
2026-03-12,10:11:56,他行汇入,1001,+440.00,"208,544.38",施佳佳,6228480338731714774,其他
2026-03-12,15:42:09,网转,1607,"+1,925.00","210,469.38",王梦秋,6217231607001697074,手机银行
2026-03-12,15:47:03,他行汇入,1001,"+2,370.00","212,839.38",李海娇,6214850330801371,其他
2026-03-12,16:24:54,,1001,"+1,740.00","214,579.38",范蕴仪,,
2026-03-13,10:06:09,他行汇入,1001,+300.00,"216,229.38",谭雨晴,6214623921000621669,其他
2026-03-13,10:07:49,银联入账,1001,+150.00,"216,379.38",许超,2088****0156,网上银行
2026-03-13,10:22:35,银联入账,1001,+300.00,"217,129.38",活期人民,,
2026-03-13,10:47:08,银联入账,1001,+900.00,"218,029.38",刘浩泉,2088****0156,网上银行
2026-03-13,10:49:59,他行汇入,,+390.00,"218,419.38",劳小娇,6236683130001963514,其他
2026-03-13,10:51:10,他行汇入,1001,"+1,350.00","219,769.38",冯婉蓉,6217860100003058535,其他
2026-03-13,10:59:12,他行汇入,1001,+645.00,"220,414.38",徐杨,6214850210236292,其他
2026-03-13,11:08:28,银联入账,1001,+450.00,"220,864.38",陈倩倩,2088****0156,网上银行
2026-03-13,11:17:08,银联入账,1001,"+1,500.00","222,604.38",杨珍,2088****0156,网上银行
2026-03-13,12:11:03,他行汇入,1001,+750.00,"224,674.38",鲁逸,6214868882201022,其他
2026-03-13,14:55:49,银联入账,1001,+630.00,"223,234.38",邓再言,2088****0156,快捷支付
2026-03-13,14:55:49,他行汇入,1001,+240.00,"223,474.38",李静文,622908353872673410,其他
2026-03-13,16:24:54,网转,1901,"+1,350.00","215,929.38",张会彬,6212261901008525402,手机银行
2026-03-13,17:18:52,银联入账,1001,+450.00,"223,924.38",洪雅云,2088****0156,网上银行
2026-03-16,10:01:03,银联入账,,+450.00,"225,124.38",彭玥,2088****0156,网上银行
2026-03-16,10:01:03,他行汇入,1001,+500.00,"225,624.38",刘宇航,6214660940539422,其他
2026-03-16,10:11:54,他行汇入,1001,+375.00,"225,999.38",李青唐,6214850212494048,其他
2026-03-16,10:34:59,银联入账,1001,+600.00,"226,599.38",吴茹乐,2088****0156,网上银行
2026-03-16,10:36:40,他行汇入,1001,+240.00,"226,839.38",吕晴,6222620410008157559,其他
2026-03-16,11:24:24,他行汇入,1001,+600.00,"227,439.38",颜盼盼,6222801543111297887,其他
2026-03-16,11:30:17,他行汇入,1001,+204.00,"227,643.38",宋祥瑞,6214860116191004,其他
2026-03-16,11:38:23,他行汇入,1001,+700.00,"228,343.38",陈伟珍,6217007200104192912,其他
2026-03-16,13:38:23,银联入账,1001,+450.00,"228,793.38",钟汶珊,,
2026-03-16,14:06:29,银联入账,1001,+600.00,"229,393.38",陈文彦,2088****0156,网上银行
2026-03-16,14:19:07,他行汇入,1001,"+1,400.00","230,793.38",王星竹,6214837407241185,其他
2026-03-17,10:26:00,银联入账,1001,+780.00,"232,693.38",活期人民,,
2026-03-17,10:27:37,他行汇入,1001,+720.00,"233,413.38",李雯靖,6235716000000192618,其他
2026-03-17,10:34:46,网转,,"+2,250.00","235,663.38",陈秋燕,6212261402023640888,手机银行
2026-03-17,14:11:13,银联入账,1001,+665.00,"236,328.38",关玉,2088****0156,网上银行
2026-03-17,14:13:06,他行汇入,1001,+700.00,"237,028.38",刘倩,6217994910196748166,其他
2026-03-17,14:18:44,他行汇入,1001,+300.00,"237,328.38",高亦佳,6217001820017978184,其他
2026-03-17,14:22:26,他行汇入,1001,+720.00,"231,513.38",谢柳霞,6212832000000454016,其他
2026-03-17,14:26:09,银联入账,1001,+750.00,"238,603.38",倪瑾怡,2088****0156,网上银行
2026-03-17,14:51:13,他行汇入,1001,"+5,375.00","243,978.38",范清香,6210984310001654518,其他
2026-03-17,15:06:44,网转,4301,+700.00,"244,678.38",蒋秀秀,6217214301010854568,手机银行
2026-03-17,15:56:26,支付宝,1001,+625.00,"245,303.38",陈茜,2088****0156,快捷支付
2026-03-17,15:56:26,他行汇入,1001,"+1,560.00","246,863.38",苗爱春,6236682340008072083,其他
2026-03-17,18:19:21,支付宝转账,,+300.00,"247,163.38",曾芷儿,2088****0156,快捷支付
2026-03-17,18:19:21,银联入账,1001,+560.00,"247,723.38",黄焕,2088****0156,网上银行
2026-03-17,23:17:57,支付宝转账,1001,+600.00,"248,323.38",左思梦,2088****0156,快捷支付
2026-03-18,23:17:57,他行汇入,1001,"+4,984.00","253,307.38",严竑博,6221805200042524107,其他
2026-03-19,18:59:52,支付宝转账,1001,+450.00,"253,757.38",刘星玥,2088****0156,快捷支付
2026-03-20,00:56:46,银联入账,1001,+930.00,"273,315.19",傅饶,2088****0156,网上银行
2026-03-20,09:56:37,网转,3202,+390.00,"275,651.19",李诗,6222023202044746328,手机银行
2026-03-20,10:43:37,他行汇入,1001,"+1,050.00","274,365.19",高振宇,6214836212424945,其他
2026-03-20,14:08:09,他行汇入,1001,+840.00,"256,172.38",柳芙蓉,6217002920123108228,其他
2026-03-20,14:51:40,银联入账,1001,"+1,575.00","257,747.38",李云贺,2088****0156,网上银行
2026-03-20,15:13:52,他行汇入,1001,+896.00,"275,261.19",杨琪,6236683320001271543,其他
2026-03-20,16:27:08,支付宝,1001,+587.40,"258,334.78",刘圆,,
2026-03-20,16:27:08,他行汇入,1001,+320.00,"258,654.78",陈恭萍,6214850211241234,其他
2026-03-20,16:28:05,银联入账,1001,+660.00,"259,314.78",刘银林,2088****0156,网上银行
2026-03-20,16:30:05,他行汇入,1001,"+1,000.00","260,314.78",魏思明,6214832102730368,其他
2026-03-20,16:54:01,支付宝转账,1001,+360.00,"261,874.78",活期人民,,
2026-03-20,16:54:01,他行汇入,1001,+750.00,"262,624.78",王姣宇,2088****0156,快捷支付
2026-03-20,16:54:01,他行汇入,,"+1,500.00","264,124.78",汤萱萱,6226223110041194,其他
2026-03-20,17:25:10,网转,0410,+525.00,"264,649.78",王文章,6222030410005724322,手机银行
2026-03-20,18:16:00,他行汇入,1001,+800.00,"265,449.78",朱格格,6214859290962008,其他
2026-03-20,18:53:20,银联入账,1001,"+4,125.00","269,574.78",叶敏,2088****0156,网上银行
2026-03-20,18:59:52,银联入账,1001,"+1,575.00","255,332.38",周玉玲,2088****0156,网上银行
2026-03-20,23:46:29,银联入账,1001,+170.41,"272,385.19",批量业务,,
2026-03-23,02:05:09,他行汇入,1001,+700.00,"326,888.69",石则芳,6216606500023824959,其他
2026-03-23,10:01:53,银联入账,,"+3,850.00","279,501.19",詹晓梅,2088****0156,网上银行
2026-03-23,10:01:53,银联入账,1001,+360.00,"279,861.19",冯浩,2088****0156,网上银行
2026-03-23,10:07:16,银联入账,1001,+780.00,"280,641.19",孙君钰,2088****0156,网上银行
2026-03-23,10:10:47,银联入账,1001,+500.00,"281,141.19",何雪玉,2088****0156,网上银行
2026-03-23,10:14:02,银联入账,1001,"+1,750.00","282,891.19",刘丹阳,2088****0156,网上银行
2026-03-23,10:15:49,银联入账,1001,+480.00,"283,371.19",魏灵,2088****0156,网上银行
2026-03-23,10:16:46,他行汇入,1001,+490.00,"283,861.19",冉佳琪,6228481268948636370,其他
2026-03-23,10:17:16,他行汇入,1001,+510.00,"284,371.19",邵炳娟,6666665242638916,其他
2026-03-23,10:19:20,银联入账,1001,+630.00,"285,001.19",李静文,,
2026-03-23,10:21:00,银联入账,1001,"+1,644.00","286,645.19",马丹霓,2088****0156,网上银行
2026-03-23,10:23:04,银联入账,1001,+351.00,"286,996.19",付梦,2088****0156,网上银行
2026-03-23,10:26:49,他行汇入,1001,+300.00,"287,296.19",曹晓芳,6217001930029619591,其他
2026-03-23,10:27:48,他行汇入,1001,+550.00,"288,046.19",其他,,
2026-03-23,10:29:30,银联入账,1001,"+1,350.00","289,396.19",阮芳,2088****0156,网上银行
2026-03-23,10:30:16,银联入账,,+375.00,"289,771.19",蔡佳,2088****0156,网上银行
2026-03-23,10:32:35,银联入账,1001,"+1,700.00","291,471.19",傅丹青,6230****4831,网上银行
2026-03-23,10:32:45,银联入账,1001,+110.00,"291,581.19",李若男,2088****0156,网上银行
2026-03-23,10:33:02,他行汇入,1001,+700.00,"292,281.19",王倩,6214835303309437,其他
2026-03-23,10:33:26,银联入账,1001,+800.00,"293,681.19",钟子晴,2088****0156,网上银行
2026-03-23,10:33:53,他行汇入,1001,"+1,800.00","295,481.19",刘璐,6216631000000862972,其他
2026-03-23,10:35:07,银联入账,1001,+180.00,"295,661.19",宋前英,2088****0156,网上银行
2026-03-23,10:35:16,他行汇入,1001,"+1,050.00","296,711.19",伍家玮,6217002920150247014,其他
2026-03-23,10:35:57,他行汇入,1001,+480.00,"297,191.19",谭思敏,6217857000097820946,其他
2026-03-23,10:42:08,银联入账,,+300.00,"297,491.19",商敏,2088****0156,网上银行
2026-03-23,10:42:08,银联入账,1001,+450.00,"297,941.19",王惠慧,2088****0156,网上银行
2026-03-23,10:48:26,他行汇入,1001,+840.00,"298,781.19",吴若婷,6214836005125212,其他
2026-03-23,10:50:18,网转,2013,"+1,250.00","300,031.19",韦楚婷,6212262013013253035,手机银行
2026-03-23,10:54:19,银联入账,1001,"+1,500.00","301,531.19",翟蝶,2088****0156,网上银行
2026-03-23,10:58:00,他行汇入,1001,+240.00,"301,771.19",高宏珍,6222620260002849523,其他
2026-03-23,11:07:20,银联入账,1001,"+2,550.00","329,438.69",何理慧,2088****0156,网上银行
2026-03-23,11:22:11,银联入账,1001,+900.00,"302,671.19",吴金风,2088****0156,网上银行
2026-03-23,11:23:41,银联入账,1001,"+3,520.00","306,191.19",蒋婷,2088****0156,网上银行
2026-03-23,11:29:49,他行汇入,1001,+170.00,"306,361.19",胡萍,,
2026-03-23,11:42:38,他行汇入,1001,+480.00,"306,841.19",李嘉怡,6214832073415486,其他
2026-03-23,12:27:21,他行汇入,1001,"+1,000.00","307,841.19",田雨婷,6214851212511146,其他
2026-03-23,12:57:34,银联入账,1001,"+1,875.00","309,716.19",杨文玉,2088****0156,网上银行
2026-03-23,13:39:48,银联入账,1001,"+1,400.00","312,741.19",活期人民,,
2026-03-23,13:47:48,他行汇入,1001,+360.00,"313,101.19",黄丹奕,6214186666005090555,其他
2026-03-23,13:49:09,银联入账,,+750.00,"313,851.19",李佳益,2088****0156,网上银行
2026-03-23,13:52:23,银联入账,1001,+625.00,"314,476.19",温云江,2088****0156,网上银行
2026-03-23,14:37:47,他行汇入,1001,"+1,500.00","315,976.19",欧海璇,6214680092877651,其他
2026-03-23,15:06:49,支付宝转账,1001,+157.50,"316,133.69",杨冰萱,2088****0156,快捷支付
2026-03-23,18:03:46,他行汇入,1001,"+3,000.00","325,133.69",张伊蕾,2088****0156,快捷支付
2026-03-23,18:03:46,他行汇入,1001,+425.00,"325,558.69",黄荣驰,6217866400004004825,其他
2026-03-23,22:27:44,银联入账,1001,+630.00,"326,188.69",钱妮妮,2088****0156,网上银行
2026-03-24,15:11:55,银联入账,,+840.00,"330,278.69",姚亮,2088****0156,网上银行
2026-03-24,15:11:55,支付宝转账,1001,+810.00,"331,088.69",周婷婷,2088****0156,快捷支付
2026-03-24,15:11:55,支付宝转账,1001,"+1,015.00","332,103.69",沃歆玙,2088****0156,快捷支付
2026-03-25,15:11:55,他行汇入,1001,"+1,080.00","333,183.69",丰倩,6214836330719952,其他
2026-03-25,17:06:12,银联入账,1001,+455.00,"333,638.69",俸云萌,6222****0996,网上银行
2026-03-25,17:18:24,他行汇入,1001,"+1,170.00","334,808.69",严竑博,6221805200042524107,其他
2026-03-25,18:04:00,支付宝转账,1001,"+1,350.00","336,158.69",汤雪云,2088****0156,快捷支付
2026-03-25,18:04:00,他行汇入,1001,"+1,750.00","337,908.69",邱静烨,6217003320102482950,其他
2026-03-26,10:18:01,他行汇入,1001,+475.00,"339,133.69",胡璋琪,6236681370004024086,其他
2026-03-26,10:18:24,他行汇入,1001,"+1,120.00","340,253.69",樊旭,6217002480011202161,其他
2026-03-26,10:21:17,银联入账,1001,+200.00,"340,453.69",秦瑜,2088****0156,网上银行
2026-03-26,11:17:04,他行汇入,1001,+660.00,"341,153.69",其他,,
2026-03-26,14:23:27,他行汇入,1001,"+2,375.00","343,528.69",毛娟娟,6214838643039995,其他
2026-03-26,19:57:45,他行汇入,,"+3,938.00","347,466.69",上海馨案,,
2026-03-26,20:34:46,银联入账,,+750.00,"338,658.69",申少卿,,
2026-03-27,19:57:45,他行汇入,1001,+700.00,"348,166.69",梁嘉文,6216611900021287816,其他
2026-03-31,13:51:21,他行汇入,1001,"+1,500.00","349,666.69",申贺佳,6216600100002472544,其他
2026-03-31,14:07:57,他行汇入,1001,"+9,520.00","369,654.24",袁羽,6214830374086345,其他
2026-03-31,14:30:16,银联入账,1001,"+1,200.75","358,634.24",秦兴冲,2088****0156,快捷支付
2026-03-31,14:30:16,银联入账,1001,"+1,500.00","360,134.24",李小清,2088****0156,网上银行
2026-03-31,14:53:27,他行汇入,1001,"+2,030.00","371,684.24",黄燕梅,6225885929417301,其他
2026-03-31,17:35:35,他行汇入,1001,"+2,340.00","352,006.69",佟乐菲,6214830187113385,其他
2026-03-31,18:34:30,银联入账,1001,"+2,400.00","357,433.49",刘菱荷,2088****0156,网上银行
2026-04-13,10:16:49,他行汇入,,"+1,080.00","372,764.24",王小雪,6227002874500327274,其他
2026-04-13,10:16:49,支付宝转账,1001,"+1,430.00","374,194.24",吴婉莹,2088****0156,快捷支付
2026-04-14,10:16:49,银联入账,1001,"+3,000.00","377,194.24",黄莞歆,2088****0156,网上银行
2026-04-14,10:47:32,网转,1210,"+1,650.00","378,844.24",吴旭慧,6212261210000081558,手机银行
2026-04-14,11:12:23,他行汇入,1001,+700.00,"379,544.24",张红艳,6217001370039658000,其他
2026-04-14,11:51:06,他行汇入,1001,+900.00,"380,444.24",刘明伟,6228480278742645379,其他
2026-04-14,12:17:53,银联入账,1001,"+1,697.30","382,141.54",叶明仪,2088****0156,网上银行
2026-04-14,12:30:20,他行汇入,1001,"+3,300.00","385,441.54",高伟,6217002000048137964,其他
2026-04-14,13:35:28,他行汇入,1001,+800.00,"386,241.54",岳诗杰,,
2026-04-14,13:49:38,他行汇入,1001,"+2,600.00","388,841.54",林新新,6230910199014434191,其他
2026-04-14,15:46:38,他行汇入,1001,"+1,600.00","390,441.54",吴文超,6228480349359478170,其他
2026-04-14,15:55:42,网转,3602,"+1,200.00","391,641.54",欧阳钰晶,6222033602008794487,手机银行
2026-04-14,18:02:04,他行汇入,1001,"+2,860.00","395,117.54",其他,,
2026-04-15,08:07:22,银联入账,,"+1,800.00","398,987.54",陈遥,2088****0156,网上银行
2026-04-15,10:36:12,他行汇入,1001,"+2,100.00","401,087.54",王亚楠,6217858000145144579,其他
2026-04-15,10:37:10,银联入账,1001,"+1,200.00","402,287.54",林寰宇,2088****0156,网上银行
2026-04-15,10:37:13,银联入账,1001,"+1,125.00","403,412.54",邢维方,2088****0156,网上银行
2026-04-15,10:49:19,银联入账,1001,"+1,225.00","405,262.54",王紫钒,2088****0156,网上银行
2026-04-15,10:57:06,他行汇入,1001,"+2,040.00","407,302.54",张德濂,6214852005830958,其他
2026-04-15,11:09:34,他行汇入,1001,"+1,469.00","408,771.54",严云龙,6214663802655500,其他
2026-04-15,12:07:00,银联入账,1001,"+2,100.00","410,871.54",王琪,2088****0156,网上银行
2026-04-15,12:29:17,银联入账,1001,"+1,505.00","412,376.54",陈香娇,2088****0156,网上银行
2026-04-15,13:09:50,他行汇入,,"+1,750.00","414,126.54",李其蔚,6217002870110638705,其他
2026-04-15,13:09:50,银联入账,1001,"+1,250.00","415,376.54",罗洵,2088****0156,网上银行
2026-04-15,14:25:04,他行汇入,1001,"+1,500.00","416,876.54",张越,6216911210478041,其他
2026-04-15,14:27:20,他行汇入,1001,+700.00,"417,576.54",高玮,2088****0156,快捷支付
2026-04-15,14:27:20,他行汇入,1001,"+1,225.00","418,801.54",刘璇,6228760155000911001,其他
2026-04-15,16:56:20,他行汇入,1001,"+1,925.00","420,726.54",谢鑫鑫,6230520680001652475,其他
2026-04-15,16:59:32,网转,2011,+500.00,"421,226.54",邓翰文,6222032011008210828,手机银行
2026-04-15,17:41:09,网转,1202,"+1,200.00","422,426.54",李莹莹,6212261202030680954,手机银行
2026-04-15,18:46:13,他行汇入,1001,+840.00,"423,266.54",厉嘉欣,,
2026-04-15,20:02:30,他行汇入,1001,"+2,030.00","425,296.54",王燕,4100622793188188,其他
2026-04-15,20:05:03,他行汇入,1001,"+1,250.00","426,546.54",甄超,6214850224142288,其他
2026-04-15,21:06:53,银联入账,1001,+800.00,"427,346.54",赵欣艾,2088****0156,网上银行
2026-04-15,21:13:19,银联入账,1001,"+2,400.00","430,021.54",活期人民,,
2026-04-15,22:50:28,银联入账,1001,"+2,070.00","397,187.54",唐浩,2088****0156,网上银行
2026-04-16,00:46:24,银联入账,1001,"+1,740.00","431,761.54",孙子卓,2088****0156,网上银行
2026-04-16,02:43:22,他行汇入,,"+3,420.00","435,181.54",王夏雪莹,6217856200030834985,其他
2026-04-16,10:29:10,他行汇入,1001,"+2,860.00","438,041.54",朱淑湘,6228480039130940172,其他
2026-04-16,10:38:30,银联入账,1001,+540.00,"449,826.44",关玉,2088****0156,网上银行
2026-04-16,11:04:37,他行汇入,1001,"+2,850.00","448,106.54",徐秋燕,6228480469783062679,其他
2026-04-16,11:09:23,银联入账,1001,+960.00,"439,001.54",张昕,6222****5074,网上银行
2026-04-16,13:39:53,网转,1702,"+1,179.90","449,286.44",尹珊,6212261702035842913,手机银行
2026-04-16,15:18:44,他行汇入,1001,"+2,700.00","441,701.54",杨阳,6214830222897737,其他
2026-04-16,16:18:39,银联入账,1001,+900.00,"443,976.54",欧静敏,2088****0156,网上银行
2026-04-16,18:33:57,他行汇入,1001,"+1,280.00","445,256.54",易梦婷,622908413233410686,其他
2026-04-25,00:10:42,银联入账,1001,"+1,050.00","464,751.13",活期人民,,
2026-04-25,15:32:11,支付宝转账,,"+1,499.70","451,326.14",张晓悦,2088****0156,快捷支付
2026-04-25,15:32:11,支付宝转账,1001,+600.00,"451,926.14",丁珍珍,2088****0156,快捷支付
2026-04-25,15:32:11,支付宝,1001,"+1,050.00","452,976.14",谭静,2088****0156,快捷支付
2026-04-25,15:32:11,他行汇入,1001,+540.00,"453,516.14",郭芳,6217003320100132128,其他
2026-04-25,19:27:54,他行汇入,1001,+420.00,"453,936.14",刘靓婧,6217730804750188,其他
2026-04-25,19:49:45,他行汇入,1001,"+1,500.00","455,436.14",刘靓婧,6217730804750188,其他
2026-04-25,19:51:01,网转,4000,"+1,260.00","456,696.14",邓弼壬,6222034000026344022,手机银行
2026-04-25,22:28:19,网转,3901,"+1,879.99","458,576.13",陈昕芸,6222023901023757673,手机银行
